geometry
"POLYGON ((4.64663 52.26618, 4.6495812704125425 52.26618, 4.6495812704125425 52.2679818018018, 4.64663 52.2679818018018, 4.64663 52.26618))"
"POLYGON ((5.045051505693238 52.32924306306314, 5.048002776105781 52.32924306306314, 5.048002776105781 52.33104486486494, 5.045051505693238 52.33104486486494, 5.045051505693238 52.32924306306314))"
"POLYGON ((5.048002776105781 52.32924306306314, 5.050954046518323 52.32924306306314, 5.050954046518323 52.33104486486494, 5.048002776105781 52.33104486486494, 5.048002776105781 52.32924306306314))"
"POLYGON ((5.050954046518323 52.32924306306314, 5.053905316930866 52.32924306306314, 5.053905316930866 52.33104486486494, 5.050954046518323 52.33104486486494, 5.050954046518323 52.32924306306314))"
"POLYGON ((5.053905316930866 52.32924306306314, 5.056856587343408 52.32924306306314, 5.056856587343408 52.33104486486494, 5.053905316930866 52.33104486486494, 5.053905316930866 52.32924306306314))"
"POLYGON ((5.056856587343408 52.32924306306314, 5.059807857755951 52.32924306306314, 5.059807857755951 52.33104486486494, 5.056856587343408 52.33104486486494, 5.056856587343408 52.32924306306314))"
"POLYGON ((5.059807857755951 52.32924306306314, 5.062759128168493 52.32924306306314, 5.062759128168493 52.33104486486494, 5.059807857755951 52.33104486486494, 5.059807857755951 52.32924306306314))"
"POLYGON ((5.062759128168493 52.32924306306314, 5.065710398581036 52.32924306306314, 5.065710398581036 52.33104486486494, 5.062759128168493 52.33104486486494, 5.062759128168493 52.32924306306314))"
"POLYGON ((5.065710398581036 52.32924306306314, 5.068661668993578 52.32924306306314, 5.068661668993578 52.33104486486494, 5.065710398581036 52.33104486486494, 5.065710398581036 52.32924306306314))"
"POLYGON ((5.068661668993578 52.32924306306314, 5.071612939406121 52.32924306306314, 5.071612939406121 52.33104486486494, 5.068661668993578 52.33104486486494, 5.068661668993578 52.32924306306314))"
"POLYGON ((5.071612939406121 52.32924306306314, 5.074564209818663 52.32924306306314, 5.074564209818663 52.33104486486494, 5.071612939406121 52.33104486486494, 5.071612939406121 52.32924306306314))"
"POLYGON ((5.074564209818663 52.32924306306314, 5.077515480231206 52.32924306306314, 5.077515480231206 52.33104486486494, 5.074564209818663 52.33104486486494, 5.074564209818663 52.32924306306314))"
"POLYGON ((5.077515480231206 52.32924306306314, 5.080466750643748 52.32924306306314, 5.080466750643748 52.33104486486494, 5.077515480231206 52.33104486486494, 5.077515480231206 52.32924306306314))"
"POLYGON ((5.080466750643748 52.32924306306314, 5.083418021056291 52.32924306306314, 5.083418021056291 52.33104486486494, 5.080466750643748 52.33104486486494, 5.080466750643748 52.32924306306314))"
"POLYGON ((5.083418021056291 52.32924306306314, 5.086369291468833 52.32924306306314, 5.086369291468833 52.33104486486494, 5.083418021056291 52.33104486486494, 5.083418021056291 52.32924306306314))"
"POLYGON ((5.086369291468833 52.32924306306314, 5.089320561881376 52.32924306306314, 5.089320561881376 52.33104486486494, 5.086369291468833 52.33104486486494, 5.086369291468833 52.32924306306314))"
"POLYGON ((5.089320561881376 52.32924306306314, 5.092271832293918 52.32924306306314, 5.092271832293918 52.33104486486494, 5.089320561881376 52.33104486486494, 5.089320561881376 52.32924306306314))"
"POLYGON ((5.092271832293918 52.32924306306314, 5.095223102706461 52.32924306306314, 5.095223102706461 52.33104486486494, 5.092271832293918 52.33104486486494, 5.092271832293918 52.32924306306314))"
"POLYGON ((5.095223102706461 52.32924306306314, 5.0981743731190035 52.32924306306314, 5.0981743731190035 52.33104486486494, 5.095223102706461 52.33104486486494, 5.095223102706461 52.32924306306314))"
"POLYGON ((5.0981743731190035 52.32924306306314, 5.101125643531546 52.32924306306314, 5.101125643531546 52.33104486486494, 5.0981743731190035 52.33104486486494, 5.0981743731190035 52.32924306306314))"
"POLYGON ((5.101125643531546 52.32924306306314, 5.1040769139440885 52.32924306306314, 5.1040769139440885 52.33104486486494, 5.101125643531546 52.33104486486494, 5.101125643531546 52.32924306306314))"
"POLYGON ((5.1040769139440885 52.32924306306314, 5.107028184356631 52.32924306306314, 5.107028184356631 52.33104486486494, 5.1040769139440885 52.33104486486494, 5.1040769139440885 52.32924306306314))"
"POLYGON ((5.107028184356631 52.32924306306314, 5.1099794547691735 52.32924306306314, 5.1099794547691735 52.33104486486494, 5.107028184356631 52.33104486486494, 5.107028184356631 52.32924306306314))"
"POLYGON ((5.1099794547691735 52.32924306306314, 5.112930725181716 52.32924306306314, 5.112930725181716 52.33104486486494, 5.1099794547691735 52.33104486486494, 5.1099794547691735 52.32924306306314))"
"POLYGON ((5.112930725181716 52.32924306306314, 5.1158819955942585 52.32924306306314, 5.1158819955942585 52.33104486486494, 5.112930725181716 52.33104486486494, 5.112930725181716 52.32924306306314))"
"POLYGON ((5.1158819955942585 52.32924306306314, 5.118833266006801 52.32924306306314, 5.118833266006801 52.33104486486494, 5.1158819955942585 52.33104486486494, 5.1158819955942585 52.32924306306314))"
"POLYGON ((5.118833266006801 52.32924306306314, 5.1217845364193435 52.32924306306314, 5.1217845364193435 52.33104486486494, 5.118833266006801 52.33104486486494, 5.118833266006801 52.32924306306314))"
"POLYGON ((5.1217845364193435 52.32924306306314, 5.124735806831886 52.32924306306314, 5.124735806831886 52.33104486486494, 5.1217845364193435 52.33104486486494, 5.1217845364193435 52.32924306306314))"
"POLYGON ((5.124735806831886 52.32924306306314, 5.1276870772444285 52.32924306306314, 5.1276870772444285 52.33104486486494, 5.124735806831886 52.33104486486494, 5.124735806831886 52.32924306306314))"
"POLYGON ((5.1276870772444285 52.32924306306314, 5.130638347656971 52.32924306306314, 5.130638347656971 52.33104486486494, 5.1276870772444285 52.33104486486494, 5.1276870772444285 52.32924306306314))"
"POLYGON ((5.130638347656971 52.32924306306314, 5.1335896180695135 52.32924306306314, 5.1335896180695135 52.33104486486494, 5.130638347656971 52.33104486486494, 5.130638347656971 52.32924306306314))"
"POLYGON ((5.1335896180695135 52.32924306306314, 5.136540888482056 52.32924306306314, 5.136540888482056 52.33104486486494, 5.1335896180695135 52.33104486486494, 5.1335896180695135 52.32924306306314))"
"POLYGON ((5.136540888482056 52.32924306306314, 5.1394921588945985 52.32924306306314, 5.1394921588945985 52.33104486486494, 5.136540888482056 52.33104486486494, 5.136540888482056 52.32924306306314))"
"POLYGON ((5.1394921588945985 52.32924306306314, 5.142443429307141 52.32924306306314, 5.142443429307141 52.33104486486494, 5.1394921588945985 52.33104486486494, 5.1394921588945985 52.32924306306314))"
"POLYGON ((5.142443429307141 52.32924306306314, 5.1453946997196836 52.32924306306314, 5.1453946997196836 52.33104486486494, 5.142443429307141 52.33104486486494, 5.142443429307141 52.32924306306314))"
"POLYGON ((5.1453946997196836 52.32924306306314, 5.148345970132226 52.32924306306314, 5.148345970132226 52.33104486486494, 5.1453946997196836 52.33104486486494, 5.1453946997196836 52.32924306306314))"
"POLYGON ((5.148345970132226 52.32924306306314, 5.151297240544769 52.32924306306314, 5.151297240544769 52.33104486486494, 5.148345970132226 52.33104486486494, 5.148345970132226 52.32924306306314))"
"POLYGON ((4.64663 52.33104486486494, 4.6495812704125425 52.33104486486494, 4.6495812704125425 52.33284666666675, 4.64663 52.33284666666675, 4.64663 52.33104486486494))"
"POLYGON ((4.6495812704125425 52.33104486486494, 4.652532540825085 52.33104486486494, 4.652532540825085 52.33284666666675, 4.6495812704125425 52.33284666666675, 4.6495812704125425 52.33104486486494))"
"POLYGON ((4.652532540825085 52.33104486486494, 4.655483811237628 52.33104486486494, 4.655483811237628 52.33284666666675, 4.652532540825085 52.33284666666675, 4.652532540825085 52.33104486486494))"
"POLYGON ((4.655483811237628 52.33104486486494, 4.65843508165017 52.33104486486494, 4.65843508165017 52.33284666666675, 4.655483811237628 52.33284666666675, 4.655483811237628 52.33104486486494))"
"POLYGON ((4.65843508165017 52.33104486486494, 4.661386352062713 52.33104486486494, 4.661386352062713 52.33284666666675, 4.65843508165017 52.33284666666675, 4.65843508165017 52.33104486486494))"
"POLYGON ((4.661386352062713 52.33104486486494, 4.664337622475255 52.33104486486494, 4.664337622475255 52.33284666666675, 4.661386352062713 52.33284666666675, 4.661386352062713 52.33104486486494))"
"POLYGON ((4.664337622475255 52.33104486486494, 4.667288892887798 52.33104486486494, 4.667288892887798 52.33284666666675, 4.664337622475255 52.33284666666675, 4.664337622475255 52.33104486486494))"
"POLYGON ((4.667288892887798 52.33104486486494, 4.67024016330034 52.33104486486494, 4.67024016330034 52.33284666666675, 4.667288892887798 52.33284666666675, 4.667288892887798 52.33104486486494))"
"POLYGON ((4.67024016330034 52.33104486486494, 4.673191433712883 52.33104486486494, 4.673191433712883 52.33284666666675, 4.67024016330034 52.33284666666675, 4.67024016330034 52.33104486486494))"
"POLYGON ((4.673191433712883 52.33104486486494, 4.676142704125425 52.33104486486494, 4.676142704125425 52.33284666666675, 4.673191433712883 52.33284666666675, 4.673191433712883 52.33104486486494))"
"POLYGON ((4.676142704125425 52.33104486486494, 4.679093974537968 52.33104486486494, 4.679093974537968 52.33284666666675, 4.676142704125425 52.33284666666675, 4.676142704125425 52.33104486486494))"
"POLYGON ((4.679093974537968 52.33104486486494, 4.68204524495051 52.33104486486494, 4.68204524495051 52.33284666666675, 4.679093974537968 52.33284666666675, 4.679093974537968 52.33104486486494))"
"POLYGON ((4.68204524495051 52.33104486486494, 4.684996515363053 52.33104486486494, 4.684996515363053 52.33284666666675, 4.68204524495051 52.33284666666675, 4.68204524495051 52.33104486486494))"
"POLYGON ((4.684996515363053 52.33104486486494, 4.687947785775595 52.33104486486494, 4.687947785775595 52.33284666666675, 4.684996515363053 52.33284666666675, 4.684996515363053 52.33104486486494))"
"POLYGON ((4.687947785775595 52.33104486486494, 4.690899056188138 52.33104486486494, 4.690899056188138 52.33284666666675, 4.687947785775595 52.33284666666675, 4.687947785775595 52.33104486486494))"
"POLYGON ((4.690899056188138 52.33104486486494, 4.69385032660068 52.33104486486494, 4.69385032660068 52.33284666666675, 4.690899056188138 52.33284666666675, 4.690899056188138 52.33104486486494))"
"POLYGON ((4.69385032660068 52.33104486486494, 4.696801597013223 52.33104486486494, 4.696801597013223 52.33284666666675, 4.69385032660068 52.33284666666675, 4.69385032660068 52.33104486486494))"
"POLYGON ((4.696801597013223 52.33104486486494, 4.699752867425765 52.33104486486494, 4.699752867425765 52.33284666666675, 4.696801597013223 52.33284666666675, 4.696801597013223 52.33104486486494))"
"POLYGON ((4.699752867425765 52.33104486486494, 4.702704137838308 52.33104486486494, 4.702704137838308 52.33284666666675, 4.699752867425765 52.33284666666675, 4.699752867425765 52.33104486486494))"
"POLYGON ((4.702704137838308 52.33104486486494, 4.70565540825085 52.33104486486494, 4.70565540825085 52.33284666666675, 4.702704137838308 52.33284666666675, 4.702704137838308 52.33104486486494))"
"POLYGON ((4.70565540825085 52.33104486486494, 4.708606678663393 52.33104486486494, 4.708606678663393 52.33284666666675, 4.70565540825085 52.33284666666675, 4.70565540825085 52.33104486486494))"
"POLYGON ((4.708606678663393 52.33104486486494, 4.711557949075935 52.33104486486494, 4.711557949075935 52.33284666666675, 4.708606678663393 52.33284666666675, 4.708606678663393 52.33104486486494))"
"POLYGON ((4.711557949075935 52.33104486486494, 4.714509219488478 52.33104486486494, 4.714509219488478 52.33284666666675, 4.711557949075935 52.33284666666675, 4.711557949075935 52.33104486486494))"
"POLYGON ((4.714509219488478 52.33104486486494, 4.71746048990102 52.33104486486494, 4.71746048990102 52.33284666666675, 4.714509219488478 52.33284666666675, 4.714509219488478 52.33104486486494))"
"POLYGON ((4.71746048990102 52.33104486486494, 4.720411760313563 52.33104486486494, 4.720411760313563 52.33284666666675, 4.71746048990102 52.33284666666675, 4.71746048990102 52.33104486486494))"
"POLYGON ((4.720411760313563 52.33104486486494, 4.723363030726105 52.33104486486494, 4.723363030726105 52.33284666666675, 4.720411760313563 52.33284666666675, 4.720411760313563 52.33104486486494))"
"POLYGON ((4.723363030726105 52.33104486486494, 4.726314301138648 52.33104486486494, 4.726314301138648 52.33284666666675, 4.723363030726105 52.33284666666675, 4.723363030726105 52.33104486486494))"
"POLYGON ((4.726314301138648 52.33104486486494, 4.72926557155119 52.33104486486494, 4.72926557155119 52.33284666666675, 4.726314301138648 52.33284666666675, 4.726314301138648 52.33104486486494))"
"POLYGON ((4.72926557155119 52.33104486486494, 4.732216841963733 52.33104486486494, 4.732216841963733 52.33284666666675, 4.72926557155119 52.33284666666675, 4.72926557155119 52.33104486486494))"
"POLYGON ((4.732216841963733 52.33104486486494, 4.735168112376275 52.33104486486494, 4.735168112376275 52.33284666666675, 4.732216841963733 52.33284666666675, 4.732216841963733 52.33104486486494))"
"POLYGON ((4.735168112376275 52.33104486486494, 4.738119382788818 52.33104486486494, 4.738119382788818 52.33284666666675, 4.735168112376275 52.33284666666675, 4.735168112376275 52.33104486486494))"
"POLYGON ((4.738119382788818 52.33104486486494, 4.74107065320136 52.33104486486494, 4.74107065320136 52.33284666666675, 4.738119382788818 52.33284666666675, 4.738119382788818 52.33104486486494))"
"POLYGON ((4.74107065320136 52.33104486486494, 4.744021923613903 52.33104486486494, 4.744021923613903 52.33284666666675, 4.74107065320136 52.33284666666675, 4.74107065320136 52.33104486486494))"
"POLYGON ((4.744021923613903 52.33104486486494, 4.746973194026445 52.33104486486494, 4.746973194026445 52.33284666666675, 4.744021923613903 52.33284666666675, 4.744021923613903 52.33104486486494))"
"POLYGON ((4.746973194026445 52.33104486486494, 4.749924464438988 52.33104486486494, 4.749924464438988 52.33284666666675, 4.746973194026445 52.33284666666675, 4.746973194026445 52.33104486486494))"
"POLYGON ((4.749924464438988 52.33104486486494, 4.75287573485153 52.33104486486494, 4.75287573485153 52.33284666666675, 4.749924464438988 52.33284666666675, 4.749924464438988 52.33104486486494))"
"POLYGON ((4.75287573485153 52.33104486486494, 4.755827005264073 52.33104486486494, 4.755827005264073 52.33284666666675, 4.75287573485153 52.33284666666675, 4.75287573485153 52.33104486486494))"
"POLYGON ((4.755827005264073 52.33104486486494, 4.758778275676615 52.33104486486494, 4.758778275676615 52.33284666666675, 4.755827005264073 52.33284666666675, 4.755827005264073 52.33104486486494))"
"POLYGON ((4.758778275676615 52.33104486486494, 4.761729546089158 52.33104486486494, 4.761729546089158 52.33284666666675, 4.758778275676615 52.33284666666675, 4.758778275676615 52.33104486486494))"
"POLYGON ((4.761729546089158 52.33104486486494, 4.7646808165017 52.33104486486494, 4.7646808165017 52.33284666666675, 4.761729546089158 52.33284666666675, 4.761729546089158 52.33104486486494))"
"POLYGON ((4.7646808165017 52.33104486486494, 4.767632086914243 52.33104486486494, 4.767632086914243 52.33284666666675, 4.7646808165017 52.33284666666675, 4.7646808165017 52.33104486486494))"
"POLYGON ((4.767632086914243 52.33104486486494, 4.770583357326785 52.33104486486494, 4.770583357326785 52.33284666666675, 4.767632086914243 52.33284666666675, 4.767632086914243 52.33104486486494))"
"POLYGON ((4.770583357326785 52.33104486486494, 4.773534627739328 52.33104486486494, 4.773534627739328 52.33284666666675, 4.770583357326785 52.33284666666675, 4.770583357326785 52.33104486486494))"
"POLYGON ((4.773534627739328 52.33104486486494, 4.77648589815187 52.33104486486494, 4.77648589815187 52.33284666666675, 4.773534627739328 52.33284666666675, 4.773534627739328 52.33104486486494))"
"POLYGON ((4.77648589815187 52.33104486486494, 4.779437168564413 52.33104486486494, 4.779437168564413 52.33284666666675, 4.77648589815187 52.33284666666675, 4.77648589815187 52.33104486486494))"
